	p009_MOUSE_Brain_adult	p009_MOUSE_Brain_e17	p009_MOUSE_shGFP	p009_MOUSE_shHRNPDL_3	p009_MOUSE_shHRNPDL_4	p009_MOUSE_shRFP	p021_ESC	p021_NSC	p021_SC	p021_iPSC	p022_EBs_BR1	p022_EBs_BR2	p022_EBs_BR3	p022_ESCs_BR1	p022_ESCs_BR2	p022_ESCs_BR3	p022_MEFs_BR1	p001_BRAIN_S1_SYSY	p001_BRAIN_S2_NEB	p001_BRAIN_S2_SYSY	p005_neural_WT	p005_neural_WT	p011_D-2	p011_D0	p011_D10	p011_D2	p011_D5	p011_siCtrl-BR1	p011_siCtrl-BR2	p011_siFTO-BR1	p011_siFTO-BR2	p027_HS	p027_NM	p010_mESC_WT	p010_mESC_WT_BR1	p010_mESC_WT_BR2
Gm15645	0	0	0	0	0	0	0	27.4	0	0	0	0	1.92	0	0	0	0	9.54	15.11	0	28.02	28.54752039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15663	73.6	166.6	0	0	0	0	0	155.9	7.13	0	2.75	0	10.9	0	0	21.8	0	76.8	84.13	57	42.5	42.63310029	0	0	14.2	0	0	10.9	10.7	0	0	0	0	0	0	0
Gm15694	0	14	11.5	0	0	0	0	0	0	2.88	0	0	0	0	0	0	12.6	0	0	0	11.5	11.95391471	0	0	0	0	0	0	0	0	0	0	0	8.82	19.1	6.2
Gm15698	0	0	0	0	0	0	1.88	0	0	2.05	14	5.21	0	22.09	29.03	0	0	0	0	0	0	0.414212049	0	0	0	0	0	0	0	0	0	0	0	12.4	4.23	12.4
Gm15706	26.9	58.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3	10.5	7.68	13.84	14.09040394	0	14.5	0	0	0	0	0	0	0	0	0	0	5.85	0
Gm15708	0	22.4	0	0	0	0	0	0	4.74	9.3	0	0	0	0	0	0	157.4	0	70.8	0	36.8	37.53666177	0	23.41	57.54	140.04	30.99	18.03	23.44	34.76	13.6	0	0	35.9	18.2	0
Gm15760	19.9	22.4	12.2	0	0	0	0	15.11	4.52	23.6	26.2	0	0	0	0	0	23.91	31.6	97.87	8.96	17.4	17.92684757	0	6.42	6.64	9.61	0	0	0	0	10.6	0	0	9.68	23.4	0
Gm15787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4	0	0	0.981811307	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15800	294.84	1002.86	55.12	77.4	106.16	42.8	28.62	22.06	13.44	81.89	218.49	220.9	65.44	272.73	105.88	88.8	293.32	46.35	86.54	45.59	25.2	25.30026426	0	222.55	178.84	212.02	263.61	73.24	81.57	24.36	23.25	0	0	39.7	63.26	45.21
Gm15816	35	0	0	0	0	0	0	0	9.12	0	0	0	0	0	0	0	13.8	31.57	54.5	29.12	44.54	45.41039723	0	4.82	0	0	0	18.6	21.26	4.58	9.19	0	0	0	0	0
Gm15850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.5	12.2	0	0.532626404	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15867	0	0	21.21	9.77	0	0	0	0	0	0	0	0	0	0	0	0	10.7	0	19.1	8.96	14	14.09098904	0	165	113.3	17.9	69.3	5.75	5.4	0	0	0	0	0	0	0
Gm15880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3	8.32	0	0.586476437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.81	0	15	0	0	0.649297165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15910	0	6.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671987681	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15941	0	0	0	0	0	0	0	32.2	0	0	0	0	0	0	0	0	0	0	20.4	0	0	0.914195419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1600	0	0	0	0	0	0	0	0	0	0	0	0	0	25.4	0	0	0	0	113.1	20.46	0	0.998779009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16023	23.4	5.36	0	10.5	12.9	0	0	4.28	0	15.43	11.8	0	0	19	0	0	17.98	0	20.4	0	2.11	2.761104453	0	0	0	0	2.93	4.81	39.7	0	0	0	0	1.41	0	0
Gm16062	12.8	0	3.62	0	5.36	8.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.33	5.605758428	3.95	2.63	4.48	5.61	2.21	0	1.86	9.03	5.78	0	0	0	0	18.6
Gm16063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.4	9.6	0	0.933272078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.9	21.58669059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.8	9.6	5.76	6.210616407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13	0	0	0.179831324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16159	0	0	0	0	0	0	0	25.2	0	12.8	0	0	0	0	0	0	0	0	38.2	8.96	0	0.549872769	0	0	2.47	1.86	0	0	0	0	0	0	0	0	0	0
Gm16287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2	4.43	0	8.78	9.611753664	0	0	10.6	20.6	18.5	26.8	23.7	0	0	0	0	0	0	0
Gm16291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.6	0	0	0.529353383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.33	9.665182527	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16325	0	0	0	0	0	0	0	12.9	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.864606232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.544354792	0	0	13.3	0	0	0	0	0	0	0	0	0	0	0
Gm16386	0	279	31.2	0	0	0	2.52	3.09	0	3.62	0	5.47	0	31.7	0	0	28.9	15.89	20.48	16	5.14	5.360792676	0	2.18	3.03	0	5.91	2.35	14.58	15	7.57	0	0	33.6	64.35	28.81
Gm16497	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386532902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79	7.27	0	0	0.891771647	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.33	9.441948116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16551	0	40.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.4	7.68	0	0.263065202	0	0	0	0	0	0	0	0	0	0	0	10.2	0	0
Gm16576	14	53.2	14.9	11.3	19.3	8.49	0	0	0	0	0	0	0	0	0	0	15.7	0	148.6	33.28	18.7	19.64904333	0	0	13.46	3.43	19.16	6.28	0	0	0	0	0	15.4	0	0
Gm16596	25.7	88.2	3.62	0	0	0	0	20.1	0	0	0	0	0	0	0	0	19.5	3.53	17.11	8.96	38.68	39.39276731	0	0	0	0	0	0	0	0	0	0	0	3.78	0	0
Gm1661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9	0	0	0.727887301	0	0	0	0	16.6	0	0	0	0	0	0	0	0	0
Gm16617	0	0	0	0	0	0	0	22.09	2.89	0	0	0	0	0	0	0	8.25	0	0	0	0	0.021441067	0	6.27	9.56	5.91	19.8	3.08	2.05	0	0	0	0	0	0	0
Gm16675	12.8	0	14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	39.1	0	15	10.2	12.1	12.74759029	0	0	11.1	16.5	10.8	4.19	4.85	0	0	0	0	0	0	0
Gm16701	0	12.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	10.9	4.39	4.793224858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16702	19.9	25.89	0	0	0	0	0	14.32	0	2.08	6.49	2.51	6.82	0	0	5.72	0	19.16	37.61	16.42	11.78	12.29795577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16712	0	21	2.65	0	0	0	0	0	0	0	0	0	0	38.1	0	0	8.18	0	31.4	0	3.18	3.209577668	0	0	3.94	0	0	0	0	0	0	0	0	3.37	5.72	0
Gm1673	0	0	0	0	0	0	0	16.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426313939	0	2.26	5.93	1.83	2.67	0	0	0	0	0	0	0	0	0
Gm16740	21	43.4	5.51	13.5	4.42	20.24	3.51	4.53	2.22	5.88	89	187	80.8	47.6	15.8	0	43	21.4	65.4	27.5	10.8	11.38706663	0	10.8	14.4	10.9	23.5	11.6	11.3	4.41	4.15	0	0	13	12.1	9.74
Gm16793	28	15.4	0	0	0	0	0	7.72	3.92	0	0	0	0	0	0	0	4.72	0	0	0	1.85	1.870586261	0	4.05	2.59	5.49	4.31	2.95	4.11	0	0	0	0	0	0	0
Gm16796	14	21	3.19	0	7.51	2.84	0	0	3.7	0	0	0	7.79	11.4	9.31	0	15.7	10.7	62.7	16.64	15.9	15.94434939	0	7.83	0	0	0	4.52	0	0	0	0	0	0	0	0
Gm16845	12.8	36.4	19	0	0	9.67	2.94	0	4.64	6.99	20.9	26.2	0	44.4	0	0	50.4	12.2	47.7	12.8	8.96	9.106552184	0	13.4	37.21	15.43	22.6	3.35	3.18	0	0	0	0	7.56	4.42	0
Gm16853	0	0	0	0	0	0	0	0	0	16.08	0	0	0	0	0	0	0	0	55.9	8.96	0	0.071113204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16861	4.38	30.8	0	0	0	0	0	6.18	0	0	7.2	3.28	3.63	31.7	0	0	17.97	2.24	45	11.5	0	0.624739941	13.7	3.08	4.05	10.76	3.75	2.48	3.02	9.45	13.6	0	0	0	0	0
Gm16863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.8	0	0	0.680977822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16894	47.9	15.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.8	68.2	34.56	27.14	28.11099273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16897	0	0	0	0	0	0	0	14.5	0	0	0	0	0	0	0	0	2.79	0	5.91	0	5.21	5.341940798	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.91	0	0	0.51517906	0	0	5.02	0	5.54	0	8.89	0	0	0	0	0	0	0
Gm16938	64.1	0	12.2	0	0	0	0	0	0	0	0	0	0	44.4	0	0	13.2	33.06	66.5	37.72	77.2	77.32816643	0	0	0	0	6.47	0	6.52	0	0	0	0	18.41	26	0
Gm16973	0	0	0	0	13.9	0	0	1.77	0	3.87	0	0	0	0	0	0	0	0	0	2.75	6.38	6.785549687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4	0	0	0.931696557	0	0	1.68	0	1.86	0	9.49	0	0	0	0	0	0	0
Gm16998	17.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9	20.46	23.64	24.59830067	0	0	0	0	0	0	0	0	0	0	0	15.1	0	0
Gm17066	5.25	0	4.34	11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	11.26	5.91	0	2.62	3.443965294	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0
Gm1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.1	18.44968484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17455	0	89.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.6	0	37.9	38.79648605	0	0	25.3	0	0	0	0	0	0	0	0	142.1	0	0
Gm17644	8.17	134	5.43	16.5	8.04	0	3.22	1.86	1.92	4.19	7.12	5.6	4.7	25.4	14.7	44	6.18	34.4	30.1	17.7	8.29	8.906282425	0	0	0	0	3.17	1.89	0	0	0	0	0	7.47	7.67	5.87
Gm17733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2	16.4	9.6	6.26	6.46282841	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7	8.32	0	0.238197915	0	9.03	30.1	0	17.6	0	0	0	0	0	0	17.4	0	0
Gm17750	0	23.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1	13.0307258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17762	32.7	61.6	26.59	30.59	23.75	64.37	27.05	6.04	9.91	13.49	0	0	0	69.8	0	0	62.9	59.1	85.9	66.6	19.2	19.70179613	3.7	51.3	141.1	44	97.7	24.96	22.63	4.86	10.18	0	0	7.6	0	0
Gm17769	47.9	40.6	0	0	0	0	0	12.1	0	0	0	0	0	0	0	0	21.98	46.8	165	82.2	61.39	62.2482665	0	34.9	52.2	22.1	70.2	20.5	29.1	5.15	4.04	0	0	0	0	0
Gm17801	0	18.2	2.62	9.77	0	4.98	0	9.67	0	2.68	0	0	0	9.52	0	0	15.1	0	13.6	6.4	3.66	4.431268945	0	10.8	20.4	17.5	9.58	23.4	23.7	11.9	11.2	0	0	0	0	0
Gm17830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.8	0	0	0.727444486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11	31.4	13.4	0	0.029293039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19345	31.5	78.86	0	0	0	0	2.63	0	0	0	0	0	0	0	0	0	8.81	21.4	21.47	5.89	64.3	65.16947401	0	0	11.5	41.2	14.8	0	4.05	0	0	0	0	4.19	0	0
Gm19402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	10.9	0	0.781863829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3	10.2	0	0.469270256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1943	11.7	8.4	0	0	13.9	0	0	0	0	0	11.8	0	0	0	0	0	0	0	0	0	3.62	4.125138805	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19434	0	0	0	0	0	0	0	0	0	3.28	2.34	2.11	3.21	0	0	4.72	0	11.2	23.52	0	0	0.66534046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9	87.92	41.6	32.81	33.47699566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19510	0	0	0	0	0	0	0	0	2.92	0	3.49	0	3.27	0	0	0	0	4.64	62.7	8.96	0	0.242949728	0	0	0	0	0	0	0	0	0	0	0	5.57	0	0
Gm19557	0	29.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3	75	12.8	0	0.415587757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19589	0	0	0	0	0	0	0	0	0	0	3.12	1.97	4.11	0	0	0	15.1	11.2	27.3	0	0	0.9780075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19619	0	6.3	0	0	0	0	0	0	0	0	7.96	5.5	5.35	7.93	2.17	35.1	0	13.99	6.44	0	21.46	21.48432111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.6	0	0	0.082776039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.2	9.6	0	0.130558096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1968	0	0	0	0	0	0	0	0	0	0	4.58	0	0	0	0	0	0	0	33.4	6.72	0	0.680592278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428706084	0	0	0	0	0	0	0	3.95	3.1	0	0	0	0	0
Gm19710	0	0	10.2	0	0	0	0	0	0	6.46	0	0	0	0	0	0	9.12	0	0	0	0	0.021374708	0	0	0	5.67	0	0	5.19	0	0	0	0	3.59	20.8	15.5
Gm19757	31.7	16	3.07	0	3.28	0	0	0	0	5.11	10.5	6.87	4.82	28.1	32.3	80.4	4.19	13.2	19.3	7.36	4.34	4.880956762	0	1.46	1.62	2.38	1.92	0	2.2	1.92	1.97	0	0	3.16	3.65	8.6
Gm1976	11.4	36.4	0	0	0	0	1.98	0	0	2.24	0	0	0	0	0	0	0	14.3	0	3.43	15.29	15.63143393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19782	0	22.4	0	0	0	0	0	0	0	0	6.54	1.75	4.18	0	0	28.3	0	8.15	0	0	0	0.424204639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9	0	0	0.343511153	0	0	0	0	0	0	0	0	0	0	0	6.05	18.2	0
Gm19897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.6	0	0	0.592856548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1995	0	0	0	0	0	0	7.61	0	0	4.95	0	0	0	25.4	0	0	0	11.2	109.1	14.1	0	0.600863719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20063	64.2	44.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.6	45.9	31.4	51.3	51.70990377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20098	0	0	0	0	0	0	0	0	0	0	0	0	2.61	0	0	0	0	0	0	0	0	0.750796775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20125	0	14	0	0	0	0	0	0	0	0	2.95	0	0	0	0	0	0	0	0	0	0	0.502004811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20139	0	0	0	0	0	0	0	0	0	0	15.7	0	0	0	0	0	0	0	6.13	0	0	0.777546183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2016	0	0	0	0	0	0	9.62	0	0	13.01	0	0	0	0	0	0	0	0	0	0	0	0.977986517	0	0	0	0	0	0	0	0	0	0	0	3.97	0	0
Gm20172	0	0	0	0	0	0	15.3	0	0	0	2.62	2.73	4.34	0	0	0	0	3.47	17.12	10.03	11.9	12.89757348	0	13.9	26.6	5.49	8.32	4.19	6.52	6.36	7.99	0	0	0	0	80.5
Gm20187	0	30.8	0	0	0	0	0	0	0	0	6.87	8.32	6.36	0	0	4.36	0	18.89	105.63	24.8	8.23	9.220194639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20199	0	0	0	0	0	0	0	0	0	10.6	0	0	0	0	0	0	0	3.73	0	0	8.78	9.209351815	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	8.78	9.187304588	0	0	0	3.56	3.04	3.35	5.78	4.12	0	0	0	0	0	0
Gm2022	0	0	0	0	0	0	4.93	0	0	3.89	0	0	0	38.1	0	0	0	0	28.6	0	0	0.816034579	0	0	0	0	0	0	0	0	0	0	0	14.1	9.29	12.4
Gm20257	0	0	6.11	0	8.04	0	0	8.86	3.14	0	0	0	0	0	0	0	7.55	8.15	12.3	14.7	23.6	23.70676012	33.7	12	51.4	17.5	64.7	3.77	14.2	6.46	11.2	0	0	0	0	0
Gm2027	0	14	13.6	0	0	0	5.6	0	0	18.5	0	0	4.75	0	0	0	0	6.84	5.11	0	0	0.138078709	0	0	0	14.4	0	0	0	0	0	0	0	34.88	77.14	37.2
Gm20300	15.11	18.1	2.07	5.14	15	0	0	0	0	0	5.51	3.09	3.85	7.93	12.1	95.1	2.99	4.29	5.36	4.57	9.28	9.664889831	0	0	0	0	0	7.95	2.72	11.5	0	0	0	1.87	0	4.13
Gm20319	11.7	0	3.47	0	0	0	0	12.4	0	0	0	0	0	0	0	0	9.44	0	0	2.68	6.34	7.00438475	0	0	0	0	0	0	1.33	4.34	5.26	0	0	0	0	0
Gm20324	0	0	0	0	0	0	4.6	0	0	0	0	0	0	0	0	0	4.72	0	0	0	0	0.819175117	0	24.1	11.21	19.11	12.9	2.51	3.47	0	0	0	0	0	0	0
Gm20337	0	0	0	0	0	0	4.6	0	2.55	0	3.22	0	2.32	0	0	0	0	3.46	29.6	24.8	11.2	11.20484004	105	56.9	11.3	0	6.73	21.8	36.8	240	380	0	0	0	4.26	10.3
Gm20356	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76	10.9	0	0	0.615423072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20362	16.3	28	0	0	11.8	0	0	0	0	0	12.31	9.53	5.12	14.8	0	34.74	4.72	4.82	25.88	11.55	1.46	1.688948284	0	0	0	0	0	0	0	0	0	0	0	18.37	0	0
Gm20554	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.55	3.39	27.3	5.12	30.78	31.42021273	8.43	39.02	23.32	52.68	14.01	7.95	6.62	0	6.73	0	0	12.9	0	0
Gm20556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2	36.8	0	0	0.379974298	0	0	0	0	0	0	0	0	0	0	0	0	0	7.43
Gm20594	1.55	2.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7	0	0	1.62	2.54400868	0	0	0	0	0	0	0	0	0	0	1.31	0	0	0
Gm20597	0	34.7	0	0	0	0	0	0	0	0	4.63	3.14	3.11	0	0	5.08	0	5.04	76.6	39.72	29.32	29.38120582	0	0	0	0	0	0	0	0	0	0	0	0	15.6	31
Gm20604	366	872	105.2	213.2	148.35	162.19	17.68	42.07	21.06	22.83	133	190.4	247.88	301.06	86.7	305	481	86.7	120.64	76.1	59.2	59.76601862	0	0	18.96	11.07	13.91	12.09	20.12	86.3	13.92	0	0	36.7	100.1	59.96
Gm20605	73.6	60.2	117.93	10.52	11.8	10.54	6.38	0	3.85	22.5	31.63	0	23	68.33	51	0	69.01	0	200.4	51.37	10.02	10.99281785	6.32	38.81	123.78	79.12	206.29	37.99	48.95	0	1.41	0	0	7.09	0	2.86
Gm2061	32.09	51.8	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	11.2	76.81	45.4	53.8	54.36795879	0	0	0	0	0	0	0	0	0	0	0	13.6	0	0
Gm20611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12.8	0	0.844091062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.6	0	0	0.193765444	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20743	17.5	0	0	0	0	0	0	9.67	0	0	0	0	0	0	0	0	0	27.5	42.3	26.9	16.5	16.99733382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20744	0	0	0	0	0	0	0	0	5.76	0	0	0	0	0	0	0	0	0	32.7	0	0	0.686148379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20745	0	16.8	0	0	0	0	0	0	0	0	4.36	0	0	0	0	0	0	0	72.3	21.7	0	0.336327597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20752	0	77	11.5	0	0	0	0	0	0	0	12.05	3.77	4.63	22.2	0	11.4	0	17.15	70.4	17.58	0	0.502548711	5.19	0	3.42	0	3.12	3.71	3.13	4.89	7.57	0	0	11.83	0	0
Gm20753	0	11.2	0	0	0	0	4.81	0	0	0	0	0	0	0	0	0	0	0	4.77	11.5	15.05	15.11853391	88.5	15.1	0	0	11.1	10.9	11.3	9.16	36.6	0	0	0	0	0
Gm20754	0	12.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078816297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20757	0	16.8	0	0	0	0	0	0	0	0	0	0	3.87	0	0	0	0	2.55	0	0	0	0.7147463	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20765	0	0	0	0	0	0	3.51	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0.75476911	0	0	0	0	0	0	0	0	0	0	0	11.3	0	0
Gm20767	0	14	0	0	0	0	5.18	0	0	9.11	15.7	0	0	228.5	21.8	0	0	0	0	0	0	0.220700849	0	0	0	0	0	0	0	0	0	0	0	9.58	15	7.43
Gm20815	0	15.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3	0	0	0	0.248972966	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07	0	0	0	0.408371239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.5	39.5	0	0	0.310329269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20939	57.8	82.6	48.35	56.37	81.56	17.1	2.73	0	2.92	7.98	82.66	22.94	15.9	76.14	39.42	43.25	31.98	78.4	46.61	53.7	23.73	24.38655479	0	0	0	0	0	0	0	0	0	0	0	10.62	15.74	9.69
Gm21057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4	0	0	0.649388627	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2115	211	19.6	22.4	18	30	40.1	0	139.6	0	16.94	28.8	18	0	0	0	0	76.1	77.9	93.1	46.2	43	43.34590565	4.68	148.05	816	64.79	80.9	39.1	26.6	20.69	30.72	0	0	0	0	0
Gm21221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3	0	0	0.397535745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21283	0	0	0	0	0	0	1.58	0	0	0	0	0	0	14.8	0	0	0	0	0	0	0	0.083722694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21284	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	8.18	0	0	0.714630759	0	0	0	0	19.44	0	5.04	0	0	0	0	24.2	0	0
Gm21319	0	0	0	0	0	0	2.29	0	0	6.31	0	2.31	3.31	0	0	10.9	0	4.66	36.8	8.32	3.16	3.513952442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.3	8.96	0	0.715580293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2	45	8.32	0	0.388422979	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21948	247.6	337.6	86.04	27	14.15	15.49	18.27	0	20.01	33.3	302.1	327.9	59.7	749.5	143.8	67.2	296.4	77.3	248.35	160.92	100.62	100.944951	0	101.56	80.2	153.22	95.3	20.58	129.41	0	0	0	0	38.23	19.2	18.07
