	hybase1	hybase1	hybase1	hybase2	hybase2	hybase2	hybase2	hybase2	hybase2	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase10	hybase10	hybase10	hybase10	hybase10	hybase10	hybase32	hybase32	hybase32	hybase41	hybase41	hybase41	hybase41	hybase41	hybase41	hybase45	hybase45
KCTD1	36.95	35.61	127	42.5	70.8	0	51.55	59.7	27	53.81	48.67	88.85	36.62	114.46	35.5	51.79	57.78	48.59	36.1	94.89	123.59	184.82	112.65	118.89	231.89	109.34	286.7	14.28	25.24	37.41	30.08	17.1	13.1	2.82	84.59	88.92
KCTD10	5.64	3.9	11.3	0	25.9	0	5.11	13.8	0	4.78	3.01	7.98	5.79	10.5	6.14	0	22.9	4.2	6.81	7.66	8.09	6.73	9.81	9.12	7.93	4.32	7.16	3.12	4.83	4.08	4.57	6.91	3.42	4.65	14.6	13.8
KCTD11	43.06	23.7	375.7	56.4	15.7	9.07	71.26	40.9	0	27.21	23.16	17.8	15.76	32.6	26.6	85.5	143.4	100.2	41.98	103.58	81.41	83.97	130.56	103.77	116.4	11.8	34.34	8.25	10.8	13.8	0	0	14.71	26.65	107.03	89.3
KCTD12	57.98	41.13	162.7	92.7	142.6	8.97	111.3	129.1	8.64	34.85	25.5	42.44	0	165.29	12.7	61.78	90.1	102.8	53.08	81.71	104.56	116.52	119.6	89.02	78.62	0	0	3.25	20.74	28.33	51.06	58.46	28.16	43.39	705.82	450.33
KCTD13	0	0	0	0	0	0	0	0	0	2.93	0	0	0	12.6	0	0	0	4.86	5.78	0	0	0	0	0	0	0	0	0	1.7	2.11	1.69	1.84	5.18	5.45	82.79	201.72
KCTD14	0	0	0	38.88	49.1	19.86	20.48	0	0	0	26.52	0	0	48.1	0	0	0	40.22	37.47	6.3	7.54	0	0	5.19	0	0	0	0	0	0	0	0	0	0	0	0
KCTD15	25.89	21.69	136.26	81.65	265.42	52.25	30.36	134	0	28.19	42.15	34.98	48.05	38.5	17.25	19.31	10.57	33.89	39.5	60.62	78	59.72	70.82	85.5	69.3	24.5	36.13	14.3	12.77	14.77	13.79	17.02	31.7	7.98	54.89	66.24
KCTD16	17.46	0	12.3	0	0	0	0	0	0	0	0	0	27.4	0	0	0	0	0	0	0	21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	6.84	12
KCTD17	7.72	6.12	44	0	0	0	6.97	0	0	8.17	11.3	0	0	3.31	0	5.48	2.69	5.94	11.13	11.8	20.06	22.14	16.91	18.88	26.61	19.99	25.44	0	5.25	8.13	4.33	0	11.73	9.95	268	201.4
KCTD18	9.49	5.41	10.3	18.7	15	0	36.55	0	0	4.62	0	7.21	12.44	10.8	32.65	8.57	10.8	29.91	14.1	41.1	27.5	48.1	32.6	19.3	26.1	4.64	6.02	2.98	5.29	7.58	8.12	7.79	4.59	6.4	24.13	29.31
KCTD19	20.64	12.5	11.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.35	5.88	9.13	6.83	0	0	12.3	12
KCTD2	22.48	21.24	44.01	68	55.87	60	66.5	111.6	25.05	11.78	18.95	13.86	69	26.02	15.45	11.3	12.08	21.5	11.5	42.14	66.36	79.07	51.94	52.94	68.19	7.95	10.22	3.12	11.65	18.13	9.98	13.31	14.29	13	110.78	52.5
KCTD20	7.98	6.07	13.73	47.47	25.49	26.63	18.5	10.6	0	12.8	14.07	14.39	9.5	14.08	11.95	12.3	3.57	13.08	5.6	9.15	16.64	0	11.41	14.01	3.16	0	0	5.11	3.15	6.39	5.38	6.86	0	2.04	32	13.3
KCTD21	29.9	47.07	209.8	95.1	20.45	11.7	34.1	13.9	0	37.43	0	54.4	36.04	65.06	23	73.8	47.3	57.4	99.69	112.1	80.77	30.44	38.34	42.57	46.35	0	13.26	0	13.23	35.52	40.48	20.6	16.31	20.18	36.88	39.2
KCTD21-AS1	16.1	18.3	170	70	9.53	10.4	14.5	15.5	0	5.2	0	16.3	7.95	18.1	0	36.6	11.7	18.4	61.1	46.7	31.7	6.49	13.19	16.75	25.73	4	3.67	0	5.78	5.68	9.29	14.1	5.89	8.45	8.97	8.83
KCTD3	6.96	6.25	3.19	17.7	22.49	0	9.92	8.61	0	4.53	16.8	5.09	14.8	18.28	9.28	0	0	8.52	6.23	0	0	0	4.29	4.39	0	0	0	4.94	3.08	5.84	4.31	3.66	0	10.3	71.5	546
KCTD4	0	0	0	0	0	0	0	0	0	0	0	8.88	70.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD5	18.11	12.56	40.3	0	20.76	0	36.93	20.2	0	10.76	5.43	19.31	6.41	16.97	9.86	16.98	10.1	12.54	13.92	38.82	46.08	28.2	34.2	32.89	37.88	0	1.79	5.19	6.93	6.88	8.46	7.63	4.43	6.06	39.86	33.32
KCTD6	21.7	9.27	11.7	44.8	34.7	15.1	24.4	0	0	8.92	23.8	31.9	38.4	17.42	22.28	17.39	19.73	10.6	13.1	5.84	5.12	3.15	7.74	8.86	3.5	4.96	4.53	11.6	2.93	0	0	2.96	0	6.88	0	0
KCTD7	12.41	0	0	7.25	7.49	0	11	0	0	0	0	16.32	11	23.4	3.43	0	0	45.8	15.84	8.56	4.65	3.39	7.87	9.53	7.66	2.54	0	0	0	15.35	4.98	11.48	0	7.56	466.4	123.8
KCTD8	0	0	0	0	0	0	0	0	0	7.51	0	0	0	73.95	0	0	0	0	0	24.38	19.38	0	24.15	20.59	7.36	0	0	0	0	0	0	0	0	0	226	215
KCTD9	0	0	0	0	0	0	0	0	0	0	0	9.25	10.4	0	0	13.5	8.86	13.9	0	7.12	6.16	11.5	19.2	18	9.65	0	0	2.21	3.66	3.97	0	3.33	0	0	0	0
KDELC1	2.61	0	0	0	0	0	6.66	0	0	0	0	15.5	10.68	0	10.3	0	0	22.2	0	3.94	7.01	4.13	3.65	3.59	0	0	0	0	4.05	3.77	5.12	7.12	0	6.19	13.4	8.94
KDELC2	6.7	6.01	5.93	9.51	8.17	5.61	9.79	0	0	3.53	18.3	11.7	20.3	20.8	17.6	0	0	2.85	6.7	4.2	3.51	0	3.05	4.8	0	0	0	1.71	0	0	0	0	0	0	192	328
KDELR1	0	0	0	0	18.41	0	0	0	0	1.56	0	0	0	1.49	0	4.75	6.41	0	1.73	2.52	2.1	3.26	1.82	2.23	0	4.04	5.03	0	1.33	1.57	1.24	0	0	2.23	1.67	1.88
KDELR2	12.27	6.82	3.44	43.16	69.4	8.42	22.72	43.4	0	8.77	9.36	9.11	11.11	16.62	9.26	27.92	18.02	8.9	9.68	10.9	9.07	31.5	13.4	15.6	7.72	8.43	6.73	6.57	1.93	2.74	4.89	8.22	0	0	74.9	68.4
KDELR3	7.77	3.43	0	13.6	0	0	10	0	0	6.44	0	19.2	8.23	14.9	13.3	0	3.97	3.37	7.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3	18.7
KDF1	0	0	0	0	0	0	0	0	0	0	13.86	0	0	10.8	0	0	0	0	0	14.1	16.22	15.3	22.8	25.27	14.5	0	0	0	0	0	0	0	0	0	0	0
KDM1A	3.02	1.9	0	2.31	34.72	0	9.78	0	0	6.66	3.51	5.27	4.97	6.8	11.37	4.71	0	5.4	9.42	0	1.79	1.57	0	0	3.25	0	2.43	4.46	2.29	4.11	9.85	4.54	3.74	3.26	64.8	150
KDM1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	28.8	34.65
KDM2A	39.93	35.94	70.55	55.7	98.43	13.8	56.04	49.4	0	34.63	23.26	26.89	22.69	35.61	26.82	16.68	39.76	38.7	66.68	75.18	45.15	39.23	56.53	62.6	36.49	15.93	12.7	11.79	26.29	26.22	36.54	32.15	22.23	21.36	71.5	65.2
KDM2B	21.51	23.1	140.05	15.53	48.31	0	31.47	27.4	0	13.67	10.38	19.26	20.72	18.8	22.41	19.87	15.7	21.08	54.03	32.79	30.65	34.98	30.45	27.06	26.95	10.59	6.37	4.33	18.48	14.32	21.98	22.57	18.72	24.35	133.14	140.16
KDM3A	22.09	15.51	19.9	18.3	0	12.1	10.4	0	0	7.32	23.8	18.58	20.7	16.02	13.8	6.29	23.26	8.79	10.4	15.9	41.8	17.95	14.1	16.7	27.8	0	0	2.5	4.78	6.81	6.69	8.36	2.84	23.88	35.88	13.27
KDM3B	16.64	20.22	124.8	37.07	197.7	6.26	36.02	66.3	0	12.11	18.22	30.48	33.38	15.37	20.23	12.89	12.46	21.7	18.69	26.32	23.49	19.75	17.49	18.68	43.19	13.28	15.41	13.57	17.14	15	12.36	14.3	14.69	11.48	85.42	154.69
KDM4A	10.9	8.02	7.83	13.8	12.14	5.72	11.7	0	0	10.41	7.9	9.41	12.06	8.37	5.53	7.63	4.72	16.5	10.8	5.71	6.59	5.64	11.6	11.36	5.6	5.56	4.97	5.87	6.55	6.85	6.48	5.07	6.54	6.87	0	1.92
KDM4A-AS1	11.8	2.71	0	0	0	0	0	0	0	2.22	8.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62	0	0	0	0	0	0	2.96	7.78
KDM4B	2.63	0	18.2	0	24.47	5.61	3.57	0	0	6.65	0	2.3	0	3.86	16.88	0	0	19.78	13.5	3.06	2.94	8.61	3.51	5.89	9.13	0	7.77	0	10.9	11.43	14.18	12.33	12.47	12.37	153.92	272.6
KDM4C	0	0	0	0	0	0	0	0	0	0	0	0	9.28	12.6	3.46	5.39	30.55	0	4.13	4.87	0	0	0	0	2.95	0	0	0	0	0	2.63	2.05	0	0	0	15.87
KDM4D	77.56	66.18	132.1	0	0	0	0	0	0	34.6	20.2	17.76	0	57.8	54.4	0	0	0	0	51.1	62.28	65.4	45.18	17.59	58.88	0	0	0	0	45.87	0	0	0	0	5.58	18
KDM4E	0	0	0	0	0	0	0	0	0	0	0	51.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM5A	44.41	54.35	92.92	20.92	23.85	20.53	57.66	26.1	0	50.52	40.48	90.26	39.44	61.02	35.73	12.45	29.13	29.3	31.98	32.15	36.49	14.14	48.13	36.7	30.82	0	0	9.05	21.98	27.43	25.12	35.03	14.86	17.81	9.28	6.12
KDM5B	20.54	17.12	12.97	32.1	10.9	0	27.67	19.2	16.6	18.97	26.72	16.33	23.77	27.6	38.94	10.54	9.52	40.88	17.38	9.69	10.37	4.37	8.93	9.81	9.52	0	0	6.56	7.31	12.46	11.53	12.54	7.81	8.66	16.84	13.02
KDM5C	2.62	1.97	11.4	32.6	140.94	6.48	10.47	19.4	0	12.66	3.91	9.35	2.65	5.58	7.77	10.26	9.19	16.98	11.48	9.82	7.92	15.67	10.31	8.44	14.34	16.25	25.83	9.65	20.95	14.94	14.22	15.12	14.35	21.38	56.47	67.23
KDM5D	0	0	0	0	0	0	0	0	0	0	28.1	3.95	0	0	0	0	16.1	5.38	5.57	3.07	1.79	2.31	3.83	2.56	0	0	0	0	5.04	3.11	8.9	7.1	6.31	4.94	0	0
KDM6A	19.33	20.33	0	86.7	10.67	48	33.6	64.3	0	17.17	15.81	14.1	38.32	22.56	21.98	13.99	25.92	39.32	19.66	5.54	5.48	2.62	7.42	6.96	0	0	0	0	3.74	3.54	3.1	6.52	2.6	8.83	0	18.3
KDM6B	13.8	21.8	340	15.5	91.27	6.91	32.6	20.6	0	24.41	13	84	28	39.7	13.02	47.8	45.92	51.6	48.28	34.51	58.84	47.37	27.12	37.22	89.51	78.62	103.53	2.48	17.11	12.63	14.77	17.64	14.98	17.74	91.54	141.65
KDM7A	16.2	9.1	18.8	0	0	0	7.08	0	0	44.5	25.5	17	11.5	79.5	29.9	0	0	8.32	31.4	7.17	7	3.7	10.1	15.6	5.74	0	0	0	8.92	7.56	4.56	5.88	4.63	4.72	0	0
KDM8	53.5	25.94	370.78	9.51	17	0	51.8	0	0	55.7	24.4	26.99	0	82.6	16.35	12.6	0	55.5	35.98	84.95	103.3	74.95	62.3	79.1	92.47	0	0	0	18.87	10.39	14.12	14.04	14.95	33.31	71.2	63.53
KDR	0	0	0	0	0	0	0	0	0	0	11	14.1	0	16.9	36.3	0	0	0	0	24	20.4	11.3	12.1	13.74	5.35	0	0	0	0	0	0	0	0	0	0	0
KDSR	14.3	14.9	0	18.2	0	26.81	14.56	11.5	0	5.66	8.7	25.8	13.8	15.2	2.7	24.17	5.1	5.87	10.8	0	0	0	2.81	3.14	0	0	0	0	2.73	2.54	0	2.46	0	2.34	28.1	31.7
KEAP1	20.72	14.21	8.11	13.76	72.8	0	11.19	30.1	0	8.96	8.38	9.14	11.22	30.77	20.42	21.23	10.72	17.07	22.11	8.48	6.76	7.14	8.49	8.56	2.45	29.82	31.94	12.54	6.02	6.4	9.67	6.36	7.05	7.87	28.4	22.3
KHDC1	0	0	0	0	0	8.78	2.24	0	0	15	0	0	0	0	0	3.75	0	11.8	34.67	14.6	13	0	6.84	5.99	0	0	0	0	0	0	0	0	0	0	6.96	14.89
KHDRBS1	0	0	0	9.17	42.2	0	9.63	0	0	0	1.81	1.71	2.39	0	3.78	6.41	0	0	3.71	16.3	18.5	26.2	18.8	9.89	14.5	1.76	1.69	3.1	9.05	9.82	7.79	7.48	4.16	2.15	84.18	35.45
KHDRBS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9	0	0	0	0	0	0	3.72	0	2.81	0	0	0	0	0	0	0	0	0	0	15.1	12.2
KHDRBS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31	0	0	0	0	0	0	0	0	0	7.36	0	0	0	1.9	1.87	8.63	13.3	0	0	37.4	25
KHK	6.55	3.89	12.8	0	0	0	3.23	0	0	2.99	0	0	0	6.71	0	0	0	5.2	6.66	3.8	9.3	15.04	10.3	8.05	7.36	6.13	12.16	0	2.86	4.79	0	0	4.42	2.9	10.3	11.3
KHNYN	25.29	21.18	145.76	14.1	69.1	5.47	36.23	43.4	0	16.8	31.4	75.7	78.98	54.6	23.57	51.79	43.55	31.11	39.09	64.59	83.44	42.02	75.8	68.73	66.4	18.99	38.69	5.86	11.52	10.54	13.52	22.05	12.01	11.04	67.18	76.26
KHSRP	0	0	0	0	113.27	0	2.88	0	0	4.8	2.18	4.01	2.39	2.85	2	14.55	7.1	3.41	3.67	2.98	2.47	7.78	2.34	2.51	9.4	11.49	8.86	9.08	7.99	8.96	9.53	12.92	2.94	5.71	40.28	45.4
KIAA0040	32.45	18.3	0	23.4	0	18.6	13.1	0	0	17.92	38.9	0	0	39.01	0	0	0	18.7	19.79	8.54	10.3	2.54	6.68	12.87	8.19	0	0	0	0	0	0	0	10.04	18.38	36	14.53
KIAA0087	0	0	0	0	0	15.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0100	8.74	11.38	30.72	94.61	141.05	17.74	64.22	24.68	0	14.77	12.05	18.41	16.3	18.05	11.15	19.42	21.81	13.89	14.36	27.3	20.39	20.85	19.79	15.33	16.5	7.65	7.88	14.44	7.59	9.77	7.52	7.22	8.31	8.68	0	0
KIAA0101	1.32	0	0	0	0	0	2.91	0	0	0	2.64	0	0	0	3.71	0	0	0	3.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0141	6.35	7.77	0	0	0	0	14.2	0	0	3.34	5.51	8.03	3.04	7.86	3.46	12.29	3.4	16	8.83	5.52	6.35	4.23	8.35	6.1	3.62	0	2.04	0	0	0	0	3.72	2.44	2.24	3.85	0
KIAA0196	2.58	3	0	10.5	0	0	10.63	0	0	0	0	0	0	6.77	0	21.6	20.4	3.22	2.7	0	0	0	0	4.44	14.7	0	0	0	0	0	0	0	0	0	4.01	4.88
KIAA0232	30.04	24.73	15.62	0	0	0	20.12	0	0	37.78	28.46	65.28	124.06	20.22	41.08	9.14	14.19	25.24	22.15	0	7.32	0	6.35	11.25	0	0	0	2.55	8.88	6.53	12.71	8.33	3.66	2.23	0	0
KIAA0319	0	0	0	0	0	0	0	0	0	0	0	0	0	22.5	0	15.6	43.3	9.71	79.69	40.9	22.35	14.2	27.4	39.9	0	0	2.44	0	7.71	19.3	0	0	0	0	0	0
KIAA0319L	12.6	12.4	46.6	18.3	22.5	5.43	33.74	0	0	2.99	13.04	4.5	8.74	6.34	12.95	16.9	2.33	18.09	17.82	13.51	13.02	15.08	12.4	11.35	15.05	4.3	7.99	0	5.85	7.59	10.28	8.11	11.53	8.27	31.07	35.81
KIAA0355	31.17	36.09	74.37	28.9	16.3	6.15	27.8	0	28.3	26	10.26	55.2	65.89	48.33	27.89	30.55	25.01	31.83	30.75	4.82	11.48	4.81	14.05	19.4	10.01	4.92	8.52	3.16	6.89	4.17	4.19	12.5	10	3.62	2.83	3.21
KIAA0368	0	0	0	0	21.88	0	0	0	0	2.58	2.17	0	0	0	3	0	2.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.4	134
KIAA0391	16.79	20.55	4.79	4.69	0	0	6.35	0	0	18.28	9.42	10.12	38.31	11.88	39.3	26.58	13.59	16.97	22.93	0	2.47	0	0	2.09	0	0	0	0	0	0	0	15.7	0	0	0	0
KIAA0408	70.37	68.12	97.8	0	0	0	0	0	18.64	170.39	78.86	152.99	132.47	78.76	202.05	41.7	41.17	77.6	130.78	97.9	103.69	18.88	32.36	72.72	25.14	0	0	3.57	0	0	0	0	7.12	11	0	0
KIAA0430	12.81	16.02	7.72	23.8	12.3	0	26.19	0	0	27.66	5.6	30.05	14.42	41.52	12.87	14.7	14.14	15.19	20.42	19.52	20.18	0	7.49	23.62	43.71	0	0	0	22.09	7.23	11.1	9.08	7.18	14.4	3.09	2.09
KIAA0513	37.81	32.92	96.42	0	0	0	9.71	0	4.25	5.01	0	0	81.45	78.32	17.25	0	0	20.12	84.84	180.4	70.57	52.24	109.12	104.27	162.65	0	0	0	38.96	20.97	67.76	45.04	18.89	39.8	64.8	70.53
KIAA0556	74.99	21.18	152.63	0	19.05	0	59.68	0	0	47.21	31.57	21.5	62.2	37.03	74.79	27.2	21.1	28.82	34.75	35.9	51.88	41.85	39.7	45.7	41.47	10.98	31.71	5.56	15.42	23.23	24.65	20.58	13.17	19.77	45.2	39.47
KIAA0586	3.48	3.87	0	0	0	0	0	0	0	18.31	23.8	11.5	10.6	0	23	0	0	0	11.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0753	23	21.67	129	74.4	14.3	27.7	47.65	50	0	19.3	14.73	38.9	51.58	27.65	38.95	20.62	13.79	26.3	20.21	23.4	40.5	19	51.5	32.55	20.8	0	0	0	4.43	6.88	6.47	6.53	0	5.33	7.64	6.92
KIAA0754	33.78	35.95	239.99	145.9	151.9	48.18	100.6	213.1	0	58.64	30.63	126.98	134.25	65.71	57.25	48.72	87.46	48.85	57.84	64.96	50.58	57.69	60.33	58.58	85.67	0	0	39.04	15.44	32.3	16.92	23.37	0	0	118.41	153.82
KIAA0825	12.1	9.79	0	46.2	0	6.69	42.5	0	0	0	10.7	10.7	12.8	10.8	0	14.4	6.23	22.2	28.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0895	19.32	15.57	0	54.7	18.38	7.05	22.12	35.3	0	49.89	0	8.51	0	0	74.5	0	14.4	36.85	36.16	0	0	0	0	0	0	0	0	0	0	0	13.3	0	0	0	5.76	29.3
KIAA0895L	20.65	18.41	19.72	0	19.06	0	20.42	0	0	23.95	0	67.58	30.9	58.91	10.77	0	29.7	72.41	16.35	5.18	20.97	52.77	13.49	21.34	22.04	23.36	5.92	0	30.63	31.6	32.61	17.57	6.46	9.77	115.51	74.51
KIAA0907	15.18	18.46	11.98	41.41	6.67	0	63.55	0	0	9.44	17.62	16.47	9.58	12.93	11.22	3.45	0	27.5	25	14.79	18.05	2.9	11.38	12.97	0	0	0	0	4.45	6.65	6.88	5.47	4.16	7.53	6.47	7.88
KIAA0922	21.54	19.39	8	0	9.53	0	45.9	0	0	8.86	15.14	41.42	45.1	28.9	25.04	11.4	10.6	11.1	35.6	10.2	8.19	5.75	10.6	9.98	4.63	0	0	0	6.06	5.25	3.69	3.07	2.26	5.47	95	83.6
KIAA0930	20.16	15.1	123.1	37	161.54	24.47	42	75.2	0	14.75	15.4	23.63	6.74	20.91	8.8	47.3	9.98	17.81	22.1	43.36	47.54	36.12	39.32	35.02	34.7	15.58	18.57	8.3	11.52	11.93	9.24	10.87	10.96	12.15	69.26	68.07
KIAA1024	98.28	65.73	15.2	0	11.6	0	57.37	0	0	0	0	0	0	0	0	0	0	0	9.88	0	35.75	0	15	43.28	0	0	0	0	52.44	27.97	20.26	14.9	0	0	8.92	14.58
KIAA1033	10.7	6.32	7.19	25.1	0	0	22.09	12.9	0	7.51	9.57	9.14	11.26	22.6	29.6	0	0	6.02	7.67	0	0	0	0	0	0	0	0	0	0	4.81	2.46	2.41	2.34	0	0	0
KIAA1107	70.75	55.2	0	0	0	0	0	0	15.2	0	0	0	11	5.87	30.86	0	17.8	22.22	38.22	0	0	0	0	0	0	0	0	0	0	0	10.6	0	0	0	0	0
KIAA1109	31.35	25.53	17.8	16	0	0	26.48	0	0	15.73	26.3	17.64	87.1	43.34	60.23	6.78	20.8	22.82	40.1	3.19	6.83	0	0	2.99	3.68	0	0	0	4.63	11.43	17.07	12.15	0	0	0	0
KIAA1143	6.8	6.21	0	0	10.9	0	2.94	0	0	5.45	8.5	18.9	7.82	16.7	16.03	2.88	4.25	5.39	5.3	0	0	0	0	2.86	0	0	5.5	0	1.76	0	6.19	0	1.67	4.01	0	0
KIAA1147	25.57	14.63	43.1	25.1	78.3	0	19.56	25.3	0	42.84	17.14	86.03	25.1	19.29	29	0	0	30	16.2	21.9	24	16.17	17.58	27.62	10.31	3.85	3.56	3.93	6.39	6.79	6.3	8.09	6.37	23.43	15.1	23.2
KIAA1161	49.15	41.45	142.7	0	32.6	5.47	33.6	0	0	51.45	0	0	0	86.75	10.49	123.69	121.03	90.92	40.37	72.09	66.85	42.89	82.84	89.49	63.95	30.51	39.04	0	20.7	18.3	16.59	21.9	0	0	81.2	208
KIAA1191	3.04	2.71	0	0	9.53	0	3.44	0	0	2.69	3.26	2.95	4.1	5.6	6.34	3.6	0	5.16	4.76	0	0	0	1.59	1.5	0	4.69	4.44	2.54	1.94	2.1	2.59	2.28	1.9	1.83	0	0
KIAA1210	0	0	0	0	0	3.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1211	0	0	45.1	0	0	0	3.01	0	0	20.13	32.18	24.42	0	25.95	22.17	0	0	0	0	38.45	29.18	42.64	31.64	32.28	58.21	0	0	7.35	27.28	39.55	22.28	24.03	0	0	109.7	270.83
KIAA1211L	11.5	0	0	0	0	0	6.98	0	0	0	0	0	0	0	59.58	0	12.7	0	0	0	16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	112.2	69.6
KIAA1217	0	0	0	11.2	0	13.4	4.53	0	0	5.4	64.25	78.04	57.53	38.83	52.46	9.74	32.7	49.01	64.7	17.16	35.27	0	0	2.71	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9	0	0	0	0	16.1	19.5	0	16.4	10.2	0	0	0	0	0	0	0	0	0	0	9.35	0
KIAA1279	9.92	8.52	18.34	11.2	10.9	0	14.5	0	0	12.1	16.87	7.57	15.33	14.61	3.63	45.6	39.1	9.66	10.89	0	15.27	4.48	22.75	20.98	4.91	12.2	9.66	0	9.85	14.19	18.87	6.72	4.88	4.95	32	32.4
KIAA1324	0	0	0	0	0	11.23	0	0	0	0	0	0	0	0	0	0	5.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83	0	0
KIAA1324L	14.2	12.3	6.01	11.2	0	4.68	13.5	0	0	2.89	3.93	12.2	0	10.2	8.03	0	0	0	0	0	3	4.25	0	2.62	0	0	0	0	0	0	0	0	0	0	174	190
KIAA1328	21.08	17.76	0	0	0	0	2.63	0	0	33.83	0	0	0	10.8	10.3	0	0	0	0	0	0	0	0	2.81	0	0	0	0	0	0	0	5.48	0	0	0	0
KIAA1429	38.5	29.8	12.88	133.99	0	28.41	24.3	30.8	0	30.68	39.43	82.92	54.94	52.55	45.07	16	14.12	42.1	32.19	0	0	0	0	0	6.87	0	0	8.89	8.21	11.69	8.24	9.56	0	4.11	0	0
KIAA1456	51.07	16.61	3.64	0	0	18.13	8.08	0	27	0	0	0	0	0	20.01	0	0	3.47	0	0	10.02	0	3.08	25.18	22.1	0	0	0	0	0	0	0	0	0	9.83	7.59
KIAA1462	83.53	114.32	272.56	0	0	4.41	0	0	0	60.85	11.3	70.29	82.75	70.06	0	21.9	23.15	138.77	98.26	33.97	32.44	35.44	36.91	38.45	30.59	0	0	0	0	0	0	0	0	0	102.46	91.92
KIAA1468	4.38	4.75	3.09	0	8.85	0	0	0	0	11.37	11.6	14.4	10.2	0	5.75	0	0	4.44	0	4.17	3.61	0	2.45	3.33	8.84	0	0	0	6.74	3.54	4.81	8.95	0	3.55	20.66	19.81
KIAA1522	14.2	11.6	46.4	37.7	346.8	5.45	21.4	144.4	0	20.58	21	13.7	17.2	23.7	3.78	23.81	13.46	28.2	23.26	26.62	27.42	33.02	25.07	26.42	26.84	28.18	33.89	2.71	8.33	7.33	4.73	11.69	4.88	3.34	90.15	80.5
KIAA1524	5.29	4.66	0	0	0	0	0	0	0	4.15	6.33	15.9	9.72	0	39.9	0	20.4	14.56	8.54	0	0	0	0	0	0	0	0	0	0	4.13	0	3.13	0	0	15.1	10.4
KIAA1549	59.7	53.87	44.5	182.77	45.45	15.5	46.92	7.82	0	51.7	75.8	52.91	17.2	62.99	9.68	34.26	33.87	46.48	57.16	16.64	39.12	12.42	22.36	25.63	10.22	0	0	2.29	17.1	17.68	17.37	23.59	0	0	11.4	14.5
KIAA1549L	64.93	25.6	76.7	0	0	0	0	0	28.56	12.7	0	25.9	212.65	46.9	33.9	86.19	75.37	108.94	86.94	62.8	121.9	31.9	54	107.8	30.94	0	0	10.4	0	0	0	0	0	0	4.68	10.6
KIAA1551	111.37	40.88	22.25	20	0	0	54.65	0	0	72.34	76.34	56.92	81.25	60.25	294.42	24.72	34.33	53.18	98.63	7.95	8.53	0	8.82	8.99	0	0	0	0	16.76	20.84	18.31	19.5	3.18	6.57	0	0
KIAA1586	13.52	13.33	0	13.9	0	0	0	0	0	40.51	35.99	16.59	39.74	20.98	33.68	0	0	16.5	31.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36	0
KIAA1614	0	0	43.2	0	0	6.33	0	0	0	0	0	0	6.41	9.03	9.68	0	0	0	0	96.88	117.9	161.2	107.2	109.33	78.79	0	0	0	0	0	0	0	0	0	30.3	70.2
KIAA1644	29.14	23.99	102	0	9.99	0	42.08	32.9	0	0	9.57	0	0	32.1	9.68	10.2	0	9.02	41.84	79.68	76.4	70.82	94.15	58.3	87.01	0	0	0	0	0	0	0	0	0	58.9	106.1
KIAA1656	27.74	31.36	73.6	19.4	24.5	4.64	53.7	0	0	27.75	0	0	33.58	11.7	12.7	0	10.2	38.9	52.54	87.22	65.21	80.53	88.1	82.68	49.06	0	0	0	22.4	0	14.6	13.3	13.4	63.97	78.18	122.57
KIAA1671	59.27	60.7	204.49	108.7	239.76	5.76	51.26	133.3	0	52.05	35.05	64.7	5.97	71.65	59.53	27.27	45	100.26	93.54	55.4	55.01	42.07	48.89	79.49	110.76	0	0	21.98	5.91	0	0	0	5.47	2.03	62.98	102.62
