	batch1_group1	batch1_group2	batch1_group3	batch2_group1	batch2_group2	batch2_group3	batch3_group1	batch3_group2	batch3_group3
COA4	14.62	7.29	73.2	12.4	31.1	0	17.5	14.27	0
COA5	12.06	9.93	0	0	0	0	14.29	0	0
COA6	5.86	3.68	0	0	7.49	0	7.12	0	0
COA7	18.49	17.62	59.1	325	197.53	92.89	60.95	42.3	0
COASY	0	0	0	10.84	76.04	0	15.34	32.2	0
COBL	54.2	45.02	90.8	35.2	86.65	24.3	45.35	48.32	7.84
COBLL1	18.1	28.28	12.44	22.7	11.6	0	11.8	0	0
COCH	10.3	9.62	8.29	0	0	0	7.65	0	0
COG1	36.8	29.4	99.7	13.6	99.7	12.1	47.62	53.4	0
COG2	5.26	4.1	0	11.6	0	0	7.46	0	0
COG3	0	0	0	0	0	0	0	0	0
COG4	0	3.19	0	0	14.3	0	0	0	0
COG5	0	0	0	0	0	0	6.46	0	0
COG6	0	0	0	0	0	4.28	0	0	0
COG7	3.32	12	0	0	19.05	0	2.59	0	0
COG8	15.7	14.5	89.3	53	112	7.56	52.7	29.9	0
COIL	12.5	9.4	2.89	0	3.27	0	8.12	7.22	0
COL10A1	0	0	0	0	0	0	0	0	0
COL11A1	0	0	0	0	0	0	0	0	0
COL12A1	0	0	0	26.3	205.37	44.08	12.1	14.2	0
COL13A1	17.9	13.1	91.7	0	0	0	0	0	0
COL14A1	0	0	0	0	0	0	0	0	0
COL15A1	0	0	0	24.1	79.65	0	14.31	0	0
COL16A1	0	0	0	0	0	0	0	0	0
COL18A1	11.76	8.94	56.4	22.1	60.6	19.66	38.57	36.6	0
COL19A1	20.9	19.16	0	0	0	0	0	0	0
COL1A1	0	0	0	0	8.85	0	0	0	0
COL1A2	0	0	0	0	0	0	0	0	0
COL21A1	0	0	0	0	0	0	0	0	0
COL22A1	0	0	0	0	0	0	0	0	0
COL23A1	24	0	0	0	0	0	0	0	0
COL24A1	18.24	19.81	0	0	0	0	0	0	0
COL25A1	36.63	20.89	9.2	0	0	0	0	0	0
COL26A1	9.12	0	0	0	0	0	0	0	0
COL27A1	10.4	4.63	0	17.7	35.4	20.3	13.05	0	0
COL28A1	0	0	0	0	0	0	0	0	0
COL2A1	10.5	9.36	13.8	0	0	0	0	0	0
COL3A1	0	0	0	0	6.47	0	0	0	0
COL4A1	6.72	11.43	0	0	18.72	0	20.7	0	0
COL4A2	0	0	0	0	116.57	0	1.98	0	0
COL4A3	11.5	0	0	0	0	0	0	0	0
COL4A3BP	0	0	0	0	0	0	5.86	0	0
COL4A4	9.64	0	0	11.2	0	0	20.4	0	0
COL4A5	4.6	0	0	0	8.85	0	0	0	0
COL4A6	8.72	5.49	16.7	0	0	0	10.24	0	0
COL5A1	7.82	0	0	65.83	287.4	10.4	39.76	114.6	0
COL5A2	17.68	0	0	0	0	0	35	0	0
COL5A3	0	0	0	0	0	0	0	0	0
COL6A1	5.8	5.18	12.7	0	0	0	11.52	0	0
COL6A2	26.24	16.59	85.7	0	0	0	0	0	0
COL6A3	0	0	0	0	0	0	0	0	0
COL6A4P1	36.66	25.3	0	0	0	0	0	0	0
COL7A1	0	0	0	0	200.61	0	2.51	0	0
COL8A1	0	0	0	12.6	30	14.3	65.5	28.7	0
COL8A2	0	0	0	0	0	0	0	0	0
COL9A1	0	0	0	0	0	0	0	0	0
COL9A2	0	0	0	0	0	0	0	0	0
COL9A3	4.56	0	0	0	0	0	0	0	0
COLCA1	0	0	0	0	0	5.22	0	0	0
COLCA2	0	0	0	0	0	0	0	0	0
COLEC10	0	0	0	0	0	0	0	0	0
COLEC11	6.08	0	0	0	0	0	0	0	0
COLEC12	24.8	19.89	72.8	0	0	0	0	0	0
COLGALT1	11.4	11.9	129.87	56.8	809.66	18.5	29.3	35.5	0
COLGALT2	33.59	39.91	142.6	0	0	0	0	0	0
COLQ	21.1	13.8	12.8	0	0	0	0	0	0
COMMD1	0	0	0	0	0	0	2.58	0	0
COMMD10	3.18	0	0	0	0	0	0	0	0
COMMD2	1.55	0	0	0	0	0	0	0	0
COMMD3	0	0	0	0	0	0	2.55	0	0
COMMD3-BMI1	24.7	13.33	17.66	110.1	34	68.2	108	74.5	0
COMMD4	2.73	1.91	0	12.9	25.9	0	16.4	0	0
COMMD5	35.2	29.06	100.2	49.6	168.9	11	96.8	63.7	0
COMMD6	4.11	1.85	0	0	0	0	0	0	0
COMMD7	1.62	0	0	0	0	0	0	0	0
COMMD8	0	0	0	0	0	0	0	0	0
COMMD9	0	0	0	0	0	4.58	9.92	0	0
COMP	0	0	0	0	0	0	0	0	0
COMT	7.95	11.6	19.1	10.9	39.5	0	41.64	0	0
COMTD1	6.89	4.07	7.77	0	26.6	0	17.92	0	0
COPA	1.95	1.95	0	17.6	70.1	5.98	25.04	0	0
COPB1	0	0	0	0	19.1	0	9	0	0
COPB2	5.26	2.81	0	23.1	19.46	0	15.36	0	0
COPE	0	0	0	0	51.1	0	0	0	0
COPG1	0	0	0	0	50.75	0	3.98	0	0
COPG2	1.44	1.69	0	0	0	0	0	0	0
COPRS	0	0	0	0	4.36	0	4.82	0	0
COPS2	12.87	8.83	2.22	63.9	5.11	18.1	13.2	8.32	0
COPS3	0	0	0	0	8.17	0	7.79	0	0
COPS4	0	0	0	0	0	0	6.66	0	0
COPS5	0	0	0	0	11.72	0	4.03	0	0
COPS6	1.92	1.66	0	0	25.2	0	5.57	0	0
COPS7A	0	0	0	0	27.9	0	10.5	0	0
COPS7B	3.9	4.03	0	0	0	0	25.85	0	0
COPS8	0	0	0	0	0	0	7.48	0	0
COPS9	9.25	2.8	0	0	17.7	0	19	0	0
COPZ1	1.91	0	0	0	0	0	13.3	0	0
COQ10A	2.55	1.97	0	0	0	0	0	0	0
COQ10B	0	0	0	0	0	10.7	2.51	0	0
COQ2	0	0	0	0	0	0	0	0	0
COQ3	6.64	4.67	0	0	0	0	0	0	0
COQ4	19.16	7.95	3.43	10.5	26.79	0	14.36	16.9	0
COQ5	9.78	16.2	9.5	10.3	0	0	13.8	10.3	0
COQ6	0	12.8	0	0	0	0	0	0	0
COQ7	12.81	9.1	2.4	0	0	0	4.57	0	0
COQ8A	4.06	0	2.63	4.87	40.83	0	14.54	0	0
COQ8B	7.41	2.67	0	0	0	0	3.22	0	0
COQ9	5.47	6.82	3.3	0	30.14	0	36.54	0	0
CORIN	0	0	0	0	0	5.25	0	0	0
CORO1A	0	0	0	0	0	0	0	0	0
CORO1B	0	0	5.67	0	27.9	0	10.26	0	0
CORO1C	11.28	8.08	8.11	8.56	43.54	9.93	46.05	15.4	0
CORO2A	28.3	16.2	170.3	37.7	31.7	20.45	49.3	40.9	0
CORO2B	0	0	0	0	0	0	0	0	0
CORO6	22	11.6	205	0	23.8	0	25.2	0	0
CORO7-PAM16	0	0	0	0	0	0	0	0	0
CORT	7.65	6.01	34.8	0	0	0	9.99	0	0
COTL1	0	0	0	0	29.95	0	0	0	0
COX10	8.31	6.74	4.58	7.98	23.2	0	19.92	0	0
COX10-AS1	20.1	14.9	35.97	122	10.9	27.9	42.45	50.8	0
COX11	5.64	4.74	6.04	13.9	38.1	0	10.1	0	0
COX14	7.14	7.75	10.1	10.5	21.75	0	12.36	9.49	0
COX15	4.26	5.2	11.4	0	0	0	6.47	0	0
COX16	0	0	0	0	0	31.5	4.61	0	0
COX17	0	0	0	0	15.88	0	0	0	0
COX18	0	0	0	0	0	4.14	0	0	0
COX19	35.32	63.07	49	9.51	17	3.49	22.4	16.5	0
COX20	0	0	0	0	0	2.62	2.78	0	0
COX4I1	0	0	0	6.88	44.82	0	0	0	0
COX5A	0	0	0	0	14.3	0	0	0	0
COX5B	0	0	0	0	32.7	0	0	0	0
COX6A1	4.34	4.86	2.93	12.7	6.47	0	26.84	15.1	0
COX6B1	0	0	0	0	6.81	0	11.2	0	0
COX6B2	0	0	15.7	0	0	6.91	0	0	0
COX6C	0	0	0	0	12.6	0	8.74	0	0
COX7A2	0	0	0	0	0	0	15.6	0	0
COX7A2L	3.5	1.48	3.52	8.61	0	0	20.99	0	0
COX7B	2	0	0	2.4	0	0	0	0	0
COX7C	0	0	0	0	9.76	0	1.55	0	0
COX8A	0	0	0	0	38.8	0	3.08	0	0
CP	0	0	0	0	0	0	0	0	0
CPA4	0	0	0	0	11.6	3.81	4.92	0	0
CPB2-AS1	9.34	0	0	0	0	0	0	0	0
CPD	26.31	12.81	1.58	23.81	10.9	0	18	25.6	0
CPE	2.61	0	0	0	0	0	0	0	0
CPEB1-AS1	0	0	0	0	0	0	0	0	0
CPEB2	3.17	0	0	0	22.45	0	14.69	0	0
CPEB2-AS1	0	0	0	0	0	0	0	0	0
CPEB3	0	0	0	0	10.2	0	0	0	0
CPEB4	18.34	17.03	13.8	14.6	31.3	0	21.79	52.2	0
CPED1	0	0	0	17.7	8.51	0	11.3	0	0
CPLX1	0	0	0	0	0	0	0	0	0
CPLX2	0	0	0	0	0	0	0	0	0
CPM	48.2	20.73	0	11.2	0	18.57	57.5	0	0
CPNE1	45.9	29.83	157.67	103.56	138.24	19.39	78.4	223.7	0
CPNE2	0	0	0	0	0	0	0	0	0
CPNE3	0	0	0	0	0	0	0	0	0
CPNE4	0	0	0	0	0	0	0	0	0
CPNE7	0	0	0	0	14.64	0	5.19	0	0
CPNE8	0	0	0	0	0	0	3.45	0	0
CPO	0	0	0	0	0	0	0	0	0
CPOX	0	0	0	0	0	0	0	0	0
CPPED1	0	0	0	0	0	3.96	0	0	0
CPQ	13	0	0	0	0	0	0	0	0
CPS1	0	0	0	0	90.05	8.1	16.3	0	0
CPSF1	0	0	0	0	60.74	0	0	0	0
CPSF2	11.73	9.68	0	15.3	0	29.17	15.22	0	0
CPSF3	3.95	2.43	0	0	0	0	0	0	0
CPSF3L	29.34	21.32	116.99	0	47.84	0	23.6	73	0
CPSF4	1.53	0	0	8.83	0	0	9.2	0	0
CPSF6	3.22	4.23	2.12	0	23.46	0	73.46	0	0
CPSF7	17.22	14.15	19.8	18.5	81.7	6.45	43.05	78.4	0
CPT1A	0	0	0	0	10.2	0	4.3	0	0
CPT1B	0	0	0	0	0	0	0	0	0
CPT1C	0	0	0	0	0	0	0	0	0
CPT2	14.39	12.04	24.81	47.56	5.45	5.07	53.57	0	0
CPTP	16.7	12.11	86.7	92.1	65.7	6.48	15.59	51.5	0
CPVL	0	0	0	0	0	0	0	0	0
CPXM1	0	0	0	0	0	0	0	0	0
CPXM2	0	0	0	0	0	0	0	0	0
CPZ	12	18.7	26.9	0	0	0	0	0	0
CR1	0	0	0	0	0	7.56	0	0	0
CR2	0	0	0	0	0	0	0	0	0
CRABP1	0	0	0	0	0	0	0	0	0
CRABP2	0	0	0	0	0	0	0	0	0
CRACR2A	0	0	0	0	0	0	0	0	0
CRACR2B	0	0	0	0	0	0	3.56	0	0
CRADD	3.02	0	0	0	0	0	0	0	0
CRAMP1	29.9	14.88	89.3	61.5	213.15	17.1	54.4	50.6	0
CRAT	0	0	0	0	0	0	1.92	0	0
CRB1	11.2	0	0	0	0	0	0	0	0
CRB2	0	0	0	0	0	0	0	0	0
CRB3	0	0	0	0	0	0	13.2	15	0
CRBN	2.09	0	0	0	0	0	5.95	0	0
CRCP	8.51	5.83	3.89	0	5.45	22.65	3.2	0	0
CREB1	22.37	21.23	10.5	28.2	9.53	34.95	38.5	37	0
CREB3	0	0	0	0	0	0	0	0	0
CREB3L1	0	0	0	0	0	0	0	0	0
CREB3L2	3.03	5.88	0	0	25.15	0	13.95	25.7	0
CREB3L3	0	0	0	0	0	0	0	0	0
CREB3L4	0	0	0	0	0	0	0	0	0
CREB5	9.38	0	0	0	0	0	0	0	0
CREBBP	50.92	36.34	284.8	57.74	291.63	33.66	176.1	134.2	16.94
CREBL2	5.8	2.89	0	0	0	0	4.21	0	0
CREBRF	21.6	15.7	4.75	12.6	0	0	18.84	0	0
CREBZF	24.72	30.6	146	227.1	297	33.17	73.98	48.3	0
CREG1	8.48	14.5	0	0	16.3	0	6.61	0	0
CREG2	0	0	0	0	0	0	4.82	0	0
CRELD1	9.53	4.59	23.7	9.17	25.2	0	9.73	0	0
CRELD2	0	0	0	0	53.8	0	0	0	0
CREM	24.45	12.59	4.41	32.6	0	21.6	28.5	13.4	0
CRHR1	0	0	0	0	0	0	0	0	0
CRHR1-IT1	62.68	16.8	26.5	0	0	47.4	5.13	0	0
CRHR2	0	0	0	0	0	0	0	0	0
CRIM1	6.45	6.46	63.67	14.5	97.92	9.23	17.69	46.1	0
CRIP1	0	0	0	0	127	0	38.2	0	0
CRIP2	0	0	0	0	0	0	0	0	0
CRIPAK	0	0	0	0	0	0	15	0	0
CRIPT	0	0	0	0	0	0	0	0	0
CRISPLD1	4.56	3.33	0	0	0	0	0	0	0
CRISPLD2	0	0	0	0	0	4.41	0	0	0
CRK	12.6	14.7	48.66	26.8	25.9	4.75	8.93	66.2	0
CRKL	47.8	34.33	161.86	126.8	229.4	44.71	124.28	68.24	10
CRLF1	0	0	0	0	0	0	0	0	0
CRLF3	0	0	0	0	8.85	10.8	0	0	0
CRLS1	3.58	4.6	0	0	0	0	5.06	0	0
CRMP1	10	13.92	21.2	0	22.49	0	28.98	0	0
CRNDE	0	0	0	0	0	0	2.88	0	0
CRNKL1	1.89	1.34	0	0	0	0	0	0	0
CROCC	0	0	0	0	9.53	0	0	0	0
CROCCP2	2.23	2.52	2.28	0	0	0	0	0	0
CROCCP3	13.8	8.13	0	0	0	15.5	0	0	0
CROT	0	0	0	0	0	0	0	0	0
CRTAC1	0	0	0	0	0	0	0	0	0
CRTAM	0	0	0	0	0	5.83	0	0	0
CRTAP	25.81	30.63	0	40.46	42.97	0	18.73	23.5	0
CRTC1	34.68	5.68	25.5	0	17	0	5.87	28.6	0
CRTC2	3	3.34	0	0	23.8	0	0	0	0
CRTC3	34.5	20.89	86.48	82.2	481.7	30.9	41.74	41.9	0
CRX	0	0	0	0	0	19.91	0	0	0
CRY1	0	0	3.92	0	0	0	5.86	0	0
CRY2	0	0	0	0	0	0	0	0	0
CRYAA	0	0	0	0	0	0	0	0	0
CRYAB	0	0	0	0	0	0	0	0	0
CRYBA2	0	0	0	0	0	0	0	0	0
CRYBB2P1	8.42	8.08	0	0	0	9.91	0	0	0
CRYBB3	0	0	0	0	0	0	0	0	0
CRYBG3	47.01	36.57	70.72	26.5	0	12.5	17.02	0	0
CRYGD	5.73	0	0	0	0	0	0	0	0
CRYGN	0	0	0	0	0	0	0	0	0
CRYL1	0	0	0	0	0	0	0	0	0
CRYM	0	0	0	0	0	0	0	0	0
CRYM-AS1	6.39	9.35	80.9	0	0	9.93	3.16	0	0
CRYZ	0	2.5	0	0	0	0	0	0	0
CRYZL1	5.37	0	0	0	0	0	0	0	0
CS	1.56	0	0	3.12	25.54	0	0	0	0
CSAD	4.74	7.57	0	0	8.85	0	10.1	0	0
CSAG1	0	0	0	0	0	0	0	0	0
CSDC2	0	0	0	0	0	0	0	0	0
CSDE1	3.87	1.7	0	4.68	37.25	0	10.1	0	0
CSE1L	3.13	0	0	0	0	10.26	28.3	0	0
CSF1	39.9	20.52	270	41.4	130.03	47.49	58.66	23.2	0
CSF1R	0	0	0	0	0	0	0	0	0
CSF2	0	0	0	0	0	0	0	0	0
CSF2RB	0	0	0	0	0	0	0	0	0
CSF3R	0	0	0	0	0	0	0	0	0
CSGALNACT1	9.9	0	0	53.16	44.59	19	64.92	33.8	0
CSGALNACT2	29.3	14.38	3.92	25.5	0	0	39.2	0	0
CSK	10.4	8.6	66.7	12.2	76.9	0	30.9	34.5	0
CSMD2	0	0	0	0	0	0	0	0	0
CSNK1A1	11.92	7.63	1.63	51.96	31.7	26.4	33.27	59.3	0
CSNK1D	21	22.23	260.3	71.94	227.62	30.43	54.43	212.5	0
CSNK1E	32.92	19.79	3.03	0	112.2	0	19.11	0	0
CSNK1G1	58.82	37.4	26.2	55.4	19.73	7.4	77.77	61.4	0
CSNK1G2	63.7	17.13	87.7	35.55	167.55	19	38.22	80.8	0
CSNK1G3	16.45	13	11.2	11.2	0	24.2	10.65	5.36	0
CSNK2A1	1.42	1.43	0	0	0	0	0	0	0
CSNK2A2	4.5	4.17	0	0	23.2	0	0	0	0
CSNK2B	0	0	0	0	14.73	0	4.28	0	0
CSPG4	31.5	0	109.8	215.07	303.3	51.11	39.38	251.4	0
CSPG5	19.3	10.9	23.9	19.37	13.6	0	15.1	0	0
CSPP1	19.31	10.55	0	0	0	0	0	0	0
CSRNP1	19.2	37.65	129	0	46.3	0	97	23.4	0
CSRNP2	14.8	10.5	48.17	12.9	9.19	0	23.6	0	0
CSRNP3	56.4	40.04	0	0	0	0	0	0	6.72
CSRP1	0	0	0	0	48.72	0	40.29	4.88	0
CST1	0	0	0	0	0	0	0	0	0
CST3	27.6	0	14.2	4.42	51.7	0	4.43	11.5	1.81
CST7	0	0	0	0	0	0	0	0	0
CSTA	0	0	0	0	0	0	0	0	0
CSTB	0	0	0	3.45	28.9	0	5.54	0	0
CSTF1	13.5	9.62	11.7	182	73.2	6.84	23.13	12.6	0
CSTF2	2.42	2.73	0	0	32.7	0	0	0	0
CSTF2T	17.1	16.5	31.63	61.88	125.27	5.7	26.2	30.7	0
CSTF3	2.57	0	0	0	0	0	7.59	0	0
CSTF3-AS1	0	0	0	0	0	3.63	0	0	0
CT62	0	0	0	0	0	0	0	0	0
CT83	0	0	0	0	0	0	19.74	0	0
CTAGE5	9.64	0	0	0	0	0	0	0	0
CTB-113P19.1	0	0	0	0	0	0	0	0	0
CTBP1	2.27	2.58	4.39	0	45.6	0	11.1	45.1	0
CTBP1-AS	2.11	3.03	5.55	0	55.2	0	12.2	37.5	0
CTBP1-AS2	63.7	55.85	101	210.7	138.24	30.7	94.67	106.5	0
CTBP2	14.6	13	20.5	73.3	44.36	36.6	30.49	108.8	36.7
CTBS	2.88	0	0	0	0	0	0	0	0
CTC1	34.4	14.6	102	10.2	25.9	9.29	40.89	0	0
CTCF	25.56	17.82	15.8	13.9	20.4	3.92	24.41	6.04	0
CTCFL	0	0	0	0	0	12.5	0	0	0
CTD-2297D10.2	0	0	0	0	0	0	0	0	0
CTDNEP1	6.28	8.33	41.3	117	212.3	10.7	15.1	38.6	0
CTDP1	30.44	24.84	98.2	22.61	101.11	9.5	25.1	74.72	0
CTDSP1	4.3	3.12	2.67	2.35	72.9	0	7.62	18.4	0
CTDSP2	11.5	10.8	12.4	122	49.55	26.2	29.44	18.8	0
CTDSPL	8.48	4.77	0	0	13.6	0	6.66	0	0
CTDSPL2	7.42	8.61	4.33	57.8	12.3	25.9	31.82	19.1	0
CTF1	0	0	0	0	0	0	0	0	0
CTGF	0	0	0	0	9.53	0	17	6.04	0
CTHRC1	0	0	0	0	0	0	0	0	0
CTIF	34.55	15.12	55.8	0	12.3	0	16.83	0	0
CTLA4	0	0	0	0	0	0	0	0	0
CTNNA1	2.74	3.34	0	7.68	136.58	3.76	10.33	0	0
CTNNA2	0	0	0	0	0	0	0	0	0
CTNNA3	0	0	0	0	0	0	0	0	0
CTNNAL1	0	0	0	0	10.9	2.98	0	0	0
CTNNB1	11.2	5.02	8.07	55.3	73.86	10.5	27.7	17.2	0
CTNNBIP1	0	0	0	0	0	0	0	0	0
CTNNBL1	2.15	10.7	37	0	16.99	0	8.78	0	0
CTNND1	10.89	9.55	8.13	4.19	0	0	12.79	0	0
CTNND2	0	0	0	0	0	0	0	0	0
CTNS	5.98	10.4	60	24.95	72.62	23.05	24.73	22.4	0
CTPS1	1.58	1.79	0	23.8	45.64	0	9.47	10.9	0
CTPS2	2.23	0	0	0	0	0	0	0	0
CTR9	7.75	10.52	50.3	8.41	22.5	11.2	5.71	26.9	0
CTRL	10.7	4.6	0	0	0	0	0	0	0
CTSA	0	0	0	0	39.86	0	17.5	0	0
CTSB	5.01	2.54	2.77	3.3	16.3	7.56	31.59	13.8	3.62
CTSC	47.13	13.23	22.01	47.9	81.73	39.45	67.43	39.2	0
CTSD	0	0	0	0	29.3	0	33	0	0
CTSF	0	0	0	0	0	0	0	0	0
CTSG	0	0	0	0	0	0	0	0	0
CTSH	7.36	3.51	0	0	0	0	0	0	0
CTSL	4.81	3.69	5.69	2.33	30	0	6.69	16.1	0
CTSLP2	0	0	0	0	0	3.13	0	0	0
CTSO	0	0	0	0	0	0	0	0	0
CTSS	0	0	0	0	0	2.96	0	0	0
CTSV	11.79	5.61	4.58	0	0	3.63	0	0	0
CTSW	0	0	0	0	0	0	0	0	0
CTSZ	4.69	3.71	0	27.1	137.6	7.52	9.72	14.3	0
CTTN	5.75	2.57	11.3	4.61	87.9	0	28	5.3	0
CTTNBP2	22.75	28.45	0	0	0	0	9.35	0	0
CTTNBP2NL	70.1	31.8	56.01	9.85	0	0	62.05	0	0
CTU1	8.71	22.71	12.6	0	0	0	18.74	0	0
CTU2	6.39	3.41	7.03	0	0	0	9.14	0	0
CTXN1	0	0	0	0	0	0	4.38	0	0
CUBN	0	0	0	0	0	5.4	0	0	0
CUEDC1	24.41	13.36	32.2	0	30.6	0	10.1	33.1	0
CUEDC2	2.51	1.94	0	0	0	0	11.84	0	0
CUL1	52.3	25.9	25.97	48.4	81.07	7.6	48.5	67.4	0
CUL2	3.69	4.81	0	0	0	0	0	0	0
CUL3	8.43	3.81	0	5.61	13.6	0	0	0	0
CUL4A	12.2	13.2	35.7	44	105.71	26.8	42.19	16.1	0
CUL4B	4.98	2.01	0	0	0	0	0	0	0
CUL5	22.71	16.6	0	16.3	0	0	14.53	0	0
CUL7	6.42	4.97	35.7	10.9	41.6	0	9.8	0	0
CUL9	7.1	2.89	13.7	0	25.2	0	15.3	0	0
CUTA	0	0	0	0	30.3	0	5.61	0	0
CUTC	5.33	6.67	0	20	0	0	4.63	0	0
CUX1	59.52	37.98	218	76.4	375.19	7.26	56.23	152.9	0
CUX2	20.36	13.8	151	0	0	0	0	0	0
CUZD1	0	0	0	0	0	0	0	0	0
CWC15	2.19	0	0	0	0	0	9.35	0	0
CWC22	13.2	17.2	12.6	0	0	0	0	0	0
CWC25	10.4	5.68	0	18.3	14.07	4.75	13.1	21.5	0
CWC27	22.92	24.25	0	0	0	0	0	0	0
CWF19L1	3.33	3.32	0	0	0	5.47	4.46	0	0
CWF19L2	23.95	32.85	9.22	13.9	0	0	0	0	0
CX3CL1	0	0	0	0	0	0	0	0	0
CXADR	0	0	0	0	0	0	0	0	0
CXCL1	0	0	0	0	0	0	0	0	0
CXCL12	0	0	0	0	0	0	0	0	0
CXCL14	0	0	0	0	0	0	0	0	0
CXCL16	0	0	0	0	0	0	0	0	0
CXCL2	0	0	0	0	0	0	6.14	0	0
CXCL3	0	0	0	0	0	0	0	0	0
CXCL5	0	0	0	0	0	0	0	0	0
CXCL6	0	0	0	0	0	0	0	0	0
CXCL8	0	0	0	0	0	0	0	0	0
CXCR1	0	0	0	0	0	0	0	0	0
CXCR2	0	0	0	0	0	0	0	0	0
CXCR3	0	0	0	0	0	0	0	0	0
CXCR4	25.3	22.27	45.1	82.3	227.1	23.2	40.2	27.5	0
CXCR5	0	0	0	0	0	0	0	0	0
CXCR6	0	0	0	0	0	0	0	0	0
CXorf21	0	0	0	0	0	6.05	0	0	0
CXorf23	40.92	38.95	217.05	21.7	0	8.46	30.81	0	0
CXorf36	0	0	0	0	0	5.96	0	0	0
CXorf38	4.51	0	0	0	0	8.6	3.43	0	0
CXorf40A	17.8	5.79	7.19	0	12.3	0	15.2	0	0
CXorf40B	3.69	4.45	3.78	0	0	0	13.84	0	0
CXorf56	0	0	0	0	0	4.75	0	0	0
CXorf57	0	0	0	0	0	0	0	0	0
CXXC1	0	0	0	0	36.8	0	3.12	0	0
CXXC4	25.38	16	45.6	0	0	0	0	0	0
CXXC5	18.45	18.92	33.72	40.7	191.7	12.1	19.64	53.4	9.22
CYB561	4.21	3.67	0	0	6.81	0	9.42	0	0
CYB561A3	2.08	0	4.11	0	10.2	0	5.87	0	0
CYB561D1	8.83	8.68	24	0	0	15.5	5.84	0	0
CYB561D2	10.6	8.97	18	10.5	5.45	0	26	18.4	0
CYB5A	2.13	2.65	0	0	0	0	0	0	0
CYB5B	3.8	1.88	0	11.15	41	0	11.41	0	0
CYB5D1	34.59	27.96	46.43	17.44	24.21	23.7	33.95	63.7	0
CYB5D2	11.52	11.5	0	0	0	0	3.42	0	0
CYB5R1	0	0	0	0	0	0	0	0	0
CYB5R3	2.17	0	0	0	51.65	0	6.57	0	0
CYB5R4	0	0	0	0	0	0	0	0	0
CYB5RL	34.6	32.72	64.94	26.2	15	0	46.67	0	0
CYBA	0	0	0	0	38.13	0	11.28	0	0
CYBRD1	4.43	0	0	0	0	0	2.86	0	0
CYC1	0	0	0	0	33.03	0	0	0	0
CYCS	3.28	2.35	0	3.74	3.08	22.4	43.5	0	0
CYFIP1	0	0	0	0	9.53	0	0	0	0
CYFIP2	7.57	5.38	6.76	0	0	0	0	0	0
CYGB	0	0	0	0	0	0	0	0	0
CYHR1	20.44	19.96	107.3	25.83	23.2	0	20.58	24.3	0
CYLD	22.91	20.3	2.47	11.2	0	14.3	18.22	0	0
CYP11A1	0	0	0	0	0	0	5.1	0	0
CYP1A1	16.94	0	18.64	0	0	0	14.46	0	0
CYP1A2	0	0	0	0	0	36.7	0	0	0
CYP1B1	33.5	40	338	53.7	38.8	33.7	25.7	21	0
CYP20A1	18.98	11.1	22.2	0	0	36.25	4.06	0	0
CYP24A1	0	0	0	0	0	0	0	0	0
CYP26A1	5.08	3.41	0	0	0	0	0	0	0
CYP26B1	22.7	0	17.93	0	0	0	7.14	0	0
CYP26C1	0	0	0	0	0	0	0	0	0
CYP27A1	0	0	0	0	0	0	0	0	0
CYP27B1	0	0	0	0	0	0	0	0	0
CYP27C1	0	0	0	0	0	3.96	0	0	0
CYP2B6	0	0	0	0	0	9.5	0	0	0
CYP2B7P	0	0	0	0	0	6.91	0	0	0
CYP2D6	0	0	0	0	0	0	0	0	0
CYP2D7	0	0	0	0	0	0	0	0	0
CYP2F1	0	0	0	0	0	0	0	0	0
CYP2J2	5.73	0	0	0	0	0	0	0	0
CYP2R1	9.7	7.89	3.11	0	0	0	52.85	0	0
CYP2S1	0	0	0	9.85	0	0	11.51	0	0
CYP2U1	31.7	24.52	11.9	0	0	0	18.95	0	0
CYP2W1	0	0	0	0	0	4.01	0	0	0
CYP39A1	13.3	11.4	60.5	12.9	0	0	23.7	0	0
CYP4A11	0	0	0	0	0	4.86	0	0	0
CYP4F11	0	0	0	0	0	0	0	0	0
CYP4F12	0	0	0	0	0	0	0	0	0
CYP4F22	0	0	0	0	0	0	0	0	0
CYP4F3	0	0	0	0	0	0	0	0	0
CYP4F30P	0	0	0	0	0	8.85	0	0	0
CYP4F35P	0	0	0	0	0	0	0	0	0
CYP4V2	9.33	0	0	0	0	3.6	0	0	0
CYP4X1	0	0	0	0	0	0	0	0	0
CYP51A1	0	0	0	0	6.13	5.61	0	0	0
CYP51A1-AS1	12.5	0	26.5	0	0	0	4.68	0	0
CYP7B1	0	0	0	0	0	0	0	0	0
CYP8B1	0	0	0	0	0	12.23	0	0	0
CYR61	20.58	15.8	0	118.2	107.3	230	125	50.7	0
CYS1	0	0	0	0	0	0	0	0	0
CYSLTR1	0	0	0	0	0	0	0	0	0
CYSRT1	22.78	15.54	119	0	21.13	0	13.26	0	0
CYSTM1	0	0	0	0	0	0	4.16	0	0
CYTH1	0	0	0	8.83	26.5	0	7.65	0	0
CYTH2	26.3	20.76	55.3	24.8	27.9	9.42	25.76	30.4	0
CYTH3	27.53	12.07	54.51	86.6	57.2	36.3	42.67	27.2	18
CYTH4	0	0	0	0	0	0	0	0	0
CYTIP	0	0	0	0	0	0	0	0	0
CYTL1	0	0	0	0	0	0	0	0	0
CYYR1	0	0	0	0	0	0	0	0	0
